guest_id;beer;bottled_beer;cocktail;drinks_nos;energy_drink;hot_drinks;soft_drink;spirit;tap_beer;wine;fast_food;food_nos;ice_cream;slow_food;snack;sweets;camping;deposit;facilities;festival;merchandising;non_food_nos;tobacco;nos;cup;warranty;total_order_tkn
893340;0;0;0;0;0;0;1;1;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1350
893335;1;0;0;0;0;0;0;9;3;0;6;0;0;0;2;1;3;13;0;0;0;0;0;0;0;0;11050
893341;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;29;0;1;0;0;0;0;0;0;1950
893342;0;0;0;0;0;0;0;2;2;0;5;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;6300
893371;0;0;0;0;0;0;0;2;28;0;0;0;0;0;0;0;2;31;0;1;0;0;0;0;0;0;3100
893372;1;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1250
893332;7;0;0;0;0;3;3;0;3;0;7;0;0;0;3;0;5;10;0;0;0;0;1;0;0;0;12710
893365;0;0;0;0;0;1;0;0;0;0;2;0;0;0;4;2;0;0;1;0;0;0;0;0;0;0;3950
893350;0;0;0;1;0;0;6;0;2;1;8;0;0;0;3;0;1;7;1;0;0;0;0;0;0;0;8800
893352;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2600
893363;2;0;0;3;0;1;5;9;12;6;7;0;0;0;3;0;1;27;1;0;0;0;0;0;0;0;20000
893331;11;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;7;0;0;0;0;1;0;0;0;7600
893360;15;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;8850
893327;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1800
893374;1;0;0;0;1;0;4;4;9;0;8;0;0;5;5;0;3;13;2;1;0;0;0;2;0;0;19900
893328;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1450
919256;0;0;0;1;0;0;8;2;0;0;3;0;0;0;2;0;1;0;0;0;0;0;1;0;0;0;8150
893330;1;0;0;0;0;1;1;1;0;0;3;1;0;0;1;0;2;1;1;0;0;0;0;0;0;0;3800
893358;0;0;0;0;0;0;1;0;6;0;3;0;0;0;0;0;2;7;3;0;0;0;0;0;0;0;4350
893359;3;0;0;0;0;1;0;1;3;2;4;0;0;0;0;0;1;7;3;0;0;0;1;0;0;0;8000
893333;0;0;0;0;0;0;1;0;1;0;4;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2650
893353;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1950
893354;0;0;0;1;0;2;1;13;0;0;0;0;0;0;1;2;0;12;1;0;0;0;0;0;0;0;12600
893349;1;0;0;0;0;0;6;0;3;0;7;0;0;0;0;0;0;8;1;0;0;0;0;0;0;0;8100
893348;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2;0;0;1;1;0;0;0;0;0;0;0;1900
893385;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;500
893411;2;0;0;2;0;4;7;0;1;0;4;0;0;0;5;1;2;10;0;0;0;0;0;0;0;0;8770
893395;0;0;0;0;0;1;4;0;0;0;2;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;3250
893391;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
893416;2;0;0;0;0;0;4;4;5;0;4;0;0;0;0;0;5;11;0;1;0;0;0;0;0;0;10350
893404;0;0;0;0;0;0;5;2;0;0;4;0;1;0;3;2;5;4;1;0;0;0;1;0;0;0;14750
893403;0;0;0;0;0;0;2;4;3;0;4;0;0;0;2;2;0;5;2;0;0;0;0;0;0;0;11790
893410;8;0;0;0;0;0;9;7;5;0;3;0;0;0;1;1;2;20;0;1;0;0;0;0;0;0;15850
893398;0;0;0;0;0;0;0;0;2;0;4;0;0;1;7;0;1;1;1;0;0;0;0;0;0;0;3800
893400;0;0;0;1;0;1;0;0;0;1;1;0;0;0;6;0;0;33;0;0;0;0;1;0;0;0;850
893425;1;0;0;2;0;7;11;2;0;21;9;0;0;2;11;2;4;5;0;0;0;0;0;0;0;0;30000
893383;0;0;0;0;0;2;0;0;4;0;2;0;0;0;1;0;1;4;1;0;0;0;0;0;0;0;3950
893407;3;0;0;0;0;0;2;0;25;2;2;0;0;1;0;0;1;25;4;0;0;0;1;0;0;0;2110
893421;0;0;0;0;0;0;0;0;4;0;0;0;0;0;2;0;1;7;0;0;0;0;0;0;0;0;1900
893394;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;4750
893379;3;0;0;0;0;0;5;0;1;0;6;0;0;0;3;0;1;4;0;0;0;0;0;0;0;0;6350
893424;0;0;0;0;0;0;1;2;1;0;4;0;0;0;0;0;4;1;1;0;0;0;0;0;0;0;6700
893420;0;0;0;1;0;0;1;0;1;0;6;1;0;0;3;0;2;1;0;1;0;0;0;0;0;0;5150
893384;0;0;0;0;0;0;4;0;0;0;5;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;4300
893380;0;0;0;0;1;0;2;0;0;2;7;0;0;0;1;0;0;3;1;0;0;0;0;0;0;0;8100
893387;0;0;0;0;1;0;6;0;2;6;1;0;0;0;10;0;2;15;1;0;0;0;0;0;0;0;9000
893418;0;0;0;0;0;0;0;0;6;0;4;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;4940
893390;1;0;0;0;0;0;2;1;0;0;2;0;0;0;3;0;1;5;0;0;0;0;1;0;0;0;4650
893389;5;0;0;1;0;1;1;0;2;0;4;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;5600
893415;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1000
893417;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;1;2;0;0;0;1;0;0;0;0;0;6150
893396;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1300
893399;3;0;0;0;0;2;0;4;9;0;5;0;0;0;0;0;0;15;0;0;0;0;0;0;0;0;9900
893409;0;0;0;0;0;0;0;0;8;0;7;0;0;0;0;0;0;7;1;0;0;0;1;0;0;0;9500
893413;0;0;0;0;0;1;1;0;0;0;3;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;3800
893408;0;0;0;0;0;2;0;0;0;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;1000
893393;0;0;0;0;0;1;1;0;1;0;2;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1800
893392;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1500
893377;0;0;0;0;0;0;2;0;0;0;2;1;0;0;1;6;0;0;1;0;0;0;0;0;0;0;5000
893405;0;0;0;0;0;0;0;3;0;0;11;0;0;0;2;2;0;2;1;0;0;0;0;0;0;0;9500
893414;0;0;0;0;0;0;0;0;0;0;6;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;4900
893378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;500
893406;0;0;0;0;0;5;3;2;3;0;3;0;0;0;1;0;0;5;0;0;0;0;0;1;0;0;8450
893402;1;0;0;0;1;0;2;7;10;0;17;0;1;1;0;2;0;8;2;0;0;0;1;1;0;0;19490
893422;5;0;0;0;0;6;2;4;11;0;6;0;0;0;1;0;1;27;0;0;0;0;0;0;0;0;14200
893388;0;0;0;2;0;1;2;0;15;0;4;0;0;0;2;0;0;10;1;0;0;0;0;0;0;0;14800
893430;7;0;0;1;0;0;2;4;13;0;2;0;0;0;4;0;3;17;0;0;0;0;1;0;0;0;16800
893401;4;0;0;0;0;0;8;3;11;0;5;0;0;0;1;0;1;15;0;0;0;0;0;0;0;0;14050
893468;0;0;0;1;0;1;2;0;0;0;4;1;1;2;6;7;4;2;1;0;0;0;0;0;0;0;9750
893444;0;0;0;5;2;1;3;0;0;0;6;0;0;0;0;2;1;3;1;0;0;0;0;0;0;0;7990
893427;28;0;0;0;0;0;14;2;19;0;7;1;0;0;1;0;4;39;2;0;0;0;7;0;0;0;37800
893432;9;0;0;0;0;1;6;10;18;4;6;0;0;0;2;0;4;22;3;0;0;0;2;4;0;0;31000
893465;1;0;0;0;0;3;12;0;11;0;5;0;0;0;6;0;10;17;1;0;1;0;1;0;0;0;21890
893439;0;0;0;0;0;0;0;1;0;0;3;0;1;0;3;1;0;0;0;1;0;0;0;0;0;0;3950
893473;0;0;0;0;0;0;1;1;0;0;4;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;4200
893470;0;0;0;3;0;2;0;8;1;0;6;0;0;0;4;1;0;1;0;0;0;0;1;0;0;0;13600
893441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
893458;0;0;0;0;0;4;1;4;0;0;2;0;0;0;1;2;0;2;0;1;0;0;0;0;0;0;7050
893454;1;0;0;0;0;0;4;0;12;0;9;0;0;2;1;0;3;34;4;1;1;0;1;0;0;0;16400
893451;0;0;0;0;0;0;1;1;0;0;4;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;4300
893457;0;0;0;0;1;2;0;0;1;0;4;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;6950
893472;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1000
893475;2;0;0;0;0;0;2;7;1;0;3;0;0;0;1;0;2;16;0;0;1;0;0;0;0;0;9650
893461;7;0;0;0;0;0;0;2;2;0;1;0;0;0;0;0;1;10;0;0;0;0;0;0;0;0;5200
893462;1;0;0;0;0;4;3;3;1;0;6;0;0;1;1;1;1;4;1;0;0;0;0;1;0;0;10000
893436;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;500
893443;2;0;0;0;1;0;3;0;1;0;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;3500
893446;3;0;0;0;3;0;2;0;7;0;3;0;0;0;1;0;0;7;0;1;0;0;0;0;0;0;9100
893431;18;0;0;3;0;0;2;4;1;0;22;0;0;0;0;0;0;10;1;0;0;0;0;0;0;0;19900
893438;0;0;0;0;0;3;1;0;0;0;2;0;0;0;0;0;2;0;1;0;0;0;1;0;0;0;4800
893448;1;0;0;0;0;1;2;0;0;0;6;0;0;0;4;4;0;4;0;1;0;0;2;0;0;0;9840
893449;4;0;0;0;0;0;1;16;4;0;8;0;0;0;1;0;0;39;5;0;0;0;0;0;0;0;17050
893440;0;0;0;0;0;0;5;9;1;0;3;0;0;0;0;1;0;7;1;0;0;0;1;0;0;0;11100
893453;13;0;0;2;0;0;6;3;1;0;8;0;0;0;1;0;0;11;1;0;0;0;2;0;0;0;14000
893463;15;0;0;0;0;3;0;0;4;0;2;0;0;0;3;0;1;28;0;0;0;0;0;0;0;0;8650
893466;0;0;0;0;0;0;0;1;0;0;3;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;5250
893435;0;0;0;0;0;7;3;10;0;5;8;0;0;0;1;0;0;14;3;0;0;0;0;0;0;0;18200
893459;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0
893445;1;0;0;0;0;0;5;6;11;0;2;0;0;0;0;0;0;8;0;0;0;0;2;0;0;0;16000
893434;0;0;0;0;0;0;10;7;0;0;7;0;0;0;2;0;6;7;8;0;0;0;0;0;0;0;19260
893455;0;0;0;0;0;0;2;6;15;0;1;0;0;1;0;0;0;7;0;0;0;0;1;0;0;0;17950
893428;2;0;0;1;0;0;10;1;20;0;9;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;24500
893467;0;0;0;0;0;0;1;0;0;0;2;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1650
893437;12;0;0;0;2;0;12;0;4;0;0;0;0;0;0;0;0;26;0;1;0;0;0;0;0;0;2600
893442;0;0;0;2;0;0;0;9;1;0;3;0;0;0;0;0;1;11;0;1;0;0;0;1;0;0;13550
893456;0;0;0;2;0;0;0;4;0;0;9;0;0;2;1;0;0;4;0;3;1;0;0;0;0;0;13300
893477;0;0;0;1;0;0;18;13;1;0;5;0;0;0;0;0;0;2;0;1;0;0;2;1;0;0;21750
893507;1;0;0;1;0;1;6;5;0;0;3;2;0;2;2;0;0;4;0;0;0;0;0;0;0;0;10970
893506;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2200
893476;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1700
893513;2;0;0;1;0;2;7;0;10;0;7;0;0;0;0;0;1;14;0;0;2;0;2;0;0;0;20000
893518;0;0;0;2;0;1;4;0;0;0;11;0;0;0;0;3;0;3;1;0;0;0;0;0;0;0;10300
893514;7;0;0;0;0;6;4;3;8;0;13;0;0;0;5;0;2;11;1;0;0;0;2;1;0;0;25720
893487;0;0;0;1;0;0;6;5;0;0;7;0;0;0;1;0;0;10;4;0;0;0;0;0;0;0;13450
893478;4;0;0;0;0;4;3;0;0;4;3;0;0;0;0;0;0;7;0;0;0;1;0;0;0;0;9700
893491;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;290
893515;0;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;1;2;0;1;0;0;0;0;0;0;1700
893480;1;0;0;0;0;0;2;0;25;0;2;0;0;1;0;0;1;31;1;0;0;0;1;0;0;0;12110
893479;2;0;0;1;0;1;8;0;4;0;2;2;0;0;3;0;2;5;0;0;0;0;0;0;0;0;10100
893484;0;0;0;0;0;1;3;5;0;0;3;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;8050
893486;0;0;0;0;0;0;0;0;2;0;2;0;0;0;3;2;1;2;1;0;0;0;0;0;0;0;2850
893524;10;0;0;0;0;0;3;1;15;0;12;2;0;0;1;0;1;47;1;0;0;0;0;3;0;0;18690
893509;3;0;0;1;0;2;2;0;1;0;5;0;0;1;0;0;2;7;1;0;0;0;0;0;0;0;5700
893501;0;0;0;0;0;0;6;0;0;0;3;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;5950
893492;0;0;0;1;0;3;1;0;0;0;3;0;0;0;0;2;0;1;0;0;0;0;0;1;0;0;4880
893490;0;0;0;0;0;0;0;1;0;0;4;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3700
893508;2;0;0;3;0;0;3;0;1;0;7;0;0;0;0;2;3;6;0;1;0;0;1;0;0;0;9940
893499;0;0;0;0;0;0;1;2;6;0;6;0;0;0;0;1;0;6;1;0;0;0;0;0;0;0;8790
893496;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;2250
893500;2;0;0;1;2;0;3;0;0;0;2;0;0;0;0;2;0;8;1;0;0;0;0;0;0;0;4990
893485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;3000
893516;9;0;0;0;0;0;6;0;9;0;6;0;0;0;2;0;0;11;0;1;0;0;0;1;0;0;8000
893482;1;0;0;0;0;0;2;0;0;1;4;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;5600
893503;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3100
893502;6;0;0;0;0;2;10;1;13;0;3;0;0;2;1;0;4;39;0;0;0;0;0;0;0;0;15400
893520;1;0;0;0;1;0;4;0;5;0;5;0;0;0;0;0;1;8;1;0;0;0;0;0;0;0;9390
893525;0;0;0;0;0;2;0;0;12;0;6;1;0;0;0;0;1;10;1;0;0;0;0;0;0;0;9550
893497;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;4850
893511;19;0;0;0;1;1;5;5;10;0;8;0;0;0;1;0;1;21;0;0;2;0;2;2;0;0;29900
893493;5;0;0;0;0;6;3;3;5;0;5;0;0;3;3;0;4;11;0;0;1;0;3;0;0;0;21550
893523;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;2000
893495;0;0;0;0;1;0;0;7;17;0;4;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;14000
893504;2;0;0;0;0;0;6;1;4;0;5;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;9400
893498;4;0;0;0;0;0;1;2;18;0;4;0;0;2;0;0;0;32;1;0;0;0;1;0;0;0;15000
893494;1;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;2000
893532;0;0;0;0;0;0;2;0;0;0;4;0;0;0;0;0;2;0;0;0;0;0;5;0;0;0;10600
893505;2;0;0;3;0;1;5;6;6;0;7;0;0;2;0;1;0;7;2;0;0;0;0;3;0;0;15000
893534;0;0;0;0;0;0;4;0;1;0;4;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;9850
893543;0;0;0;4;0;2;4;0;0;0;4;0;0;0;3;2;0;4;2;0;0;0;0;0;0;0;11360
893544;0;0;0;0;0;2;3;0;0;1;12;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;8760
893535;0;0;0;0;0;0;2;0;4;0;2;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;3300
893530;0;0;0;0;2;0;0;0;0;0;3;0;0;0;0;1;0;3;1;0;0;0;0;1;0;0;4590
893538;0;0;0;2;0;1;1;0;5;0;9;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;6400
893549;0;0;0;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;2950
893541;0;0;0;0;0;2;0;0;0;0;3;1;0;0;0;0;2;0;1;1;0;0;0;0;0;0;3050
893572;0;0;0;0;0;0;2;0;0;0;14;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;9650
893533;0;0;0;1;0;0;0;0;0;0;10;0;0;0;1;4;0;0;3;0;0;0;2;0;0;0;9700
893552;0;0;0;0;0;0;0;0;7;0;2;0;0;0;0;0;0;6;4;0;0;0;0;0;0;0;4600
893551;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1900
919460;0;0;0;0;0;0;0;1;3;0;3;0;0;0;0;0;0;3;0;1;0;0;0;0;0;0;3950
919461;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;1;0;0;0;2;0;0;0;3350
893558;0;0;0;0;0;0;2;0;0;0;7;0;0;2;0;0;1;2;0;1;0;0;0;0;0;0;5600
893561;0;0;0;1;0;0;8;0;1;0;8;0;0;0;0;0;1;5;4;0;0;0;0;0;0;0;9000
893559;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;2200
893553;0;0;0;0;2;1;0;19;2;0;3;0;0;0;0;0;0;21;1;2;0;0;0;0;0;0;18050
893565;0;0;0;3;0;0;6;4;6;0;5;0;0;0;2;2;0;15;1;0;0;0;1;0;0;0;15000
893563;2;0;0;2;0;2;1;6;18;0;3;0;0;4;2;0;0;13;1;0;1;0;4;0;0;0;26400
893560;0;0;0;0;0;4;5;1;1;0;4;0;0;0;1;1;4;6;1;0;0;0;0;0;0;0;7330
893573;1;0;0;0;1;0;0;2;2;0;8;0;0;0;0;2;0;1;0;0;0;0;2;0;0;0;14990
893567;2;0;0;1;0;4;3;0;0;0;4;0;0;0;2;0;1;9;1;0;0;0;0;1;0;0;6500
893557;0;0;0;0;0;0;8;5;6;0;4;0;0;0;0;0;1;13;1;0;0;0;0;0;0;0;9450
893574;3;0;0;0;0;0;5;1;8;0;6;0;0;0;2;0;0;16;1;0;0;0;1;0;0;0;13450
893542;1;0;0;0;0;1;7;2;7;0;3;0;0;0;0;0;1;7;1;0;0;0;0;0;0;0;12400
893555;0;0;0;0;0;0;2;0;2;0;8;0;1;0;1;0;0;2;5;0;0;0;3;0;0;0;9200
893570;0;0;0;0;0;2;21;0;26;0;2;0;0;0;0;0;2;36;1;1;0;0;0;0;0;0;19000
893548;3;0;0;0;0;0;3;0;1;0;3;1;0;0;0;0;0;7;4;0;0;0;0;0;0;0;5750
893536;11;0;0;0;0;0;4;0;14;0;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;0;1100
893547;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
893528;0;0;0;0;0;0;14;1;1;0;11;0;0;0;1;0;0;10;1;0;0;0;0;0;0;0;15400
893554;0;0;0;0;0;0;0;0;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2600
893540;0;0;0;0;0;0;9;8;13;0;13;0;0;1;0;0;0;16;1;0;0;0;0;0;0;0;25050
893529;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1750
893526;0;0;0;0;0;1;3;1;0;0;6;0;0;0;1;0;5;6;1;0;0;0;0;2;0;0;6450
893575;3;0;0;0;0;6;1;0;3;0;3;0;0;0;0;1;2;7;0;0;0;0;0;0;0;0;7400
893568;0;0;0;0;1;4;2;0;4;0;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;8300
893577;0;0;0;0;0;1;4;4;7;0;6;0;0;0;1;0;1;22;1;0;0;0;0;0;0;0;11800
893546;0;0;0;0;1;0;3;0;0;0;2;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;5900
893593;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4850
893587;0;0;0;0;0;0;5;6;8;0;9;0;0;0;0;0;0;7;1;0;0;0;0;0;0;0;16000
893611;0;0;0;1;0;1;0;9;2;0;1;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;8600
893621;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3000
893598;0;0;0;0;0;0;2;0;0;0;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;9650
893607;6;0;0;2;1;4;14;1;0;0;6;2;2;1;5;1;8;2;1;0;0;0;1;0;0;0;30730
893579;1;0;0;0;0;0;7;7;8;0;3;0;0;0;0;0;0;13;1;0;0;0;1;0;0;0;15100
893608;1;0;0;0;0;2;5;5;5;0;7;0;0;2;0;0;0;10;1;0;0;0;0;0;0;0;18200
893590;0;0;0;0;0;1;12;1;0;0;6;2;0;0;5;1;0;12;1;0;0;0;0;0;0;0;9750
893597;4;0;0;1;0;0;2;2;5;0;12;0;0;0;0;0;1;12;1;0;0;0;0;0;0;0;13030
893588;8;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;3;1;0;0;0;2;0;0;0;4350
893600;0;0;0;0;2;1;3;0;3;0;3;1;0;0;0;0;0;6;1;0;0;0;0;0;0;0;5900
893584;0;0;0;0;1;5;1;0;0;0;2;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0;4150
893620;5;0;0;0;0;1;0;0;15;0;1;0;0;0;0;0;1;18;0;0;0;0;0;2;0;0;1450
893596;0;0;0;0;0;2;3;1;2;0;7;0;0;0;6;0;0;3;1;0;0;0;0;0;0;0;10000
893595;4;0;0;0;0;10;0;1;7;0;6;0;0;1;0;0;1;11;0;0;0;0;0;2;0;0;12400
893603;0;0;0;0;0;1;5;1;0;0;6;0;0;0;5;0;0;1;1;0;0;0;0;0;0;0;9900
893589;0;0;0;0;0;2;0;0;2;0;3;0;0;0;0;0;2;4;1;0;0;0;0;1;0;0;3770
893581;1;0;0;0;0;0;0;3;6;0;1;0;0;1;0;0;0;10;0;0;0;0;2;0;0;0;9550
893622;0;0;0;0;2;0;0;1;4;0;3;0;0;0;0;0;0;13;1;0;0;0;0;0;0;0;5700
893619;1;0;0;0;0;0;1;0;10;0;7;0;0;0;0;0;0;10;1;0;0;0;1;0;0;0;9880
893578;5;0;0;0;0;0;2;18;1;0;5;0;0;0;1;0;1;10;1;0;0;0;0;0;0;0;15000
893601;0;0;0;0;0;0;1;2;3;0;3;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;5090
893602;0;0;0;1;1;0;0;1;0;0;5;0;0;0;0;0;1;2;2;0;0;0;0;0;0;0;4050
893616;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;2050
893583;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;4050
893613;1;0;0;0;0;1;1;0;12;0;3;2;0;0;0;0;1;20;2;0;0;0;0;0;0;0;7400
893594;0;0;0;0;0;0;1;0;28;0;6;0;0;0;0;0;0;27;2;0;0;0;1;0;0;0;15000
893592;0;0;0;0;0;0;2;0;8;0;5;0;0;0;1;0;7;11;3;0;0;0;0;0;0;0;3550
893610;0;0;0;0;1;0;4;8;4;0;9;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;17800
919463;0;0;0;0;0;2;4;0;3;0;1;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;4950
893576;0;0;0;0;0;0;1;0;10;0;8;0;0;0;0;0;0;8;3;0;0;0;0;0;0;0;10000
893612;0;0;0;0;0;1;0;0;17;0;7;0;0;0;0;0;0;20;1;0;0;0;0;0;0;0;10000
893580;1;0;0;0;0;0;2;0;11;0;5;2;0;0;1;0;0;13;0;0;1;0;0;1;0;0;14700
893586;0;0;0;0;0;1;3;0;9;0;2;0;0;0;0;1;0;5;1;0;0;0;0;0;0;0;7550
893617;0;0;0;0;0;1;3;0;4;0;9;0;0;0;1;1;2;8;1;0;0;0;0;0;0;0;7200
893618;1;0;0;0;0;1;3;3;6;0;5;0;0;0;0;1;1;14;1;0;0;0;1;0;0;0;18000
893644;3;0;0;0;0;2;4;0;6;0;7;0;0;1;2;1;1;32;1;0;0;0;1;0;0;0;14700
893641;0;0;0;1;0;0;1;2;0;0;4;0;0;0;0;2;0;3;1;0;0;0;0;0;0;0;7050
893665;0;0;0;2;0;1;0;2;0;0;3;0;0;0;0;0;1;2;0;0;0;0;0;1;0;0;5150
893632;0;0;0;0;0;0;1;0;6;0;5;0;0;0;1;0;2;6;15;0;0;0;0;0;0;0;10950
893626;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1800
893675;2;0;0;0;1;0;1;0;2;0;1;0;0;0;1;0;2;6;1;0;0;0;0;0;0;0;2700
893642;0;0;0;1;0;0;7;15;1;0;5;0;0;2;0;0;1;21;1;0;0;0;0;0;0;0;18290
893638;1;0;0;0;0;1;0;4;1;0;5;0;0;0;0;0;1;5;1;0;0;0;0;1;0;0;10590
893651;0;0;0;0;0;0;2;1;8;0;5;0;0;0;0;0;1;14;1;0;0;0;2;0;0;0;8300
893627;0;0;0;0;0;0;2;0;4;0;2;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;3450
893637;0;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;4;0;0;0;0;0;0;0;0;2800
893640;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
893652;0;0;0;0;0;0;2;1;16;0;2;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;10000
893660;0;0;0;1;0;0;1;0;3;0;2;0;0;0;3;0;1;5;0;1;0;0;0;0;0;0;3700
893661;0;0;0;0;0;0;2;0;1;0;3;0;0;0;1;0;1;3;0;1;0;0;0;0;0;0;3100
