guest_id;total_topup_value_tkn;number_topups;total_order_value_tkn;number_orders;topup_method;first_scan_timestamp;first_order_timestamp;first_topup_timestamp;first_topup_after_check_in
891235;60.0;1;25.0;11;cashless;2019-07-19 19:57:32;2019-07-19 21:45:33;2019-07-19 06:53:02;
891229;150.0;1;98.8;20;cashless;2019-07-18 19:51:15;2019-07-19 10:33:45;2019-07-15 14:50:12;
891241;220.0;2;152.5;14;cash;2019-07-19 18:27:47;2019-07-19 18:56:03;2019-07-19 18:29:35;2019-07-19 18:29:35
891261;150.0;1;101.0;11;cashless;2019-07-19 17:57:00;2019-07-19 18:14:10;2019-07-15 14:50:12;
891237;140.0;2;95.0;15;cashless;2019-07-18 15:25:55;2019-07-18 17:01:04;2019-07-17 20:29:09;2019-07-21 18:39:28
891275;150.0;1;121.9;26;cashless;2019-07-19 12:12:08;2019-07-19 19:32:08;2019-07-15 14:50:12;
891270;210.0;2;177.5;27;cashless;2019-07-18 21:24:10;2019-07-18 23:26:19;2019-07-17 10:19:28;2019-07-20 20:31:41
891274;200.0;1;158.5;42;cashless;2019-07-18 16:38:32;2019-07-18 19:50:53;2019-07-17 18:56:37;
891242;73.0;2;66.5;17;cash;2019-07-18 15:47:57;2019-07-18 10:30:58;2019-07-18 17:31:00;2019-07-18 17:31:00
891268;150.0;1;150.0;39;cashless;2019-07-18 16:37:27;2019-07-18 20:17:46;2019-07-15 15:28:35;
891238;53.0;3;47.0;14;mix;2019-07-18 15:47:33;2019-07-18 10:22:08;2019-07-15 14:50:13;2019-07-21 02:37:56
891263;200.0;1;163.5;24;cashless;2019-07-18 15:03:26;2019-07-18 23:07:35;2019-07-15 14:50:13;
891260;150.0;1;56.0;13;cashless;2019-07-18 21:51:36;2019-07-18 23:48:38;2019-07-15 14:50:13;
891245;100.0;1;78.4;10;cashless;2019-07-18 16:29:19;2019-07-19 19:44:15;2019-07-16 21:10:43;
891258;100.0;1;98.0;16;cashless;2019-07-18 16:29:45;2019-07-18 21:18:18;2019-07-15 14:50:13;
891254;150.0;1;143.5;32;cashless;2019-07-18 16:40:57;2019-07-18 23:02:40;2019-07-16 08:42:28;
891239;150.0;1;94.4;32;cashless;2019-07-18 16:41:23;2019-07-18 23:03:17;2019-07-17 13:41:22;
891257;150.0;1;97.5;14;cashless;2019-07-19 14:28:35;2019-07-19 19:31:01;2019-07-17 17:19:01;
891267;100.0;2;91.0;22;cashless;2019-07-18 13:39:06;2019-07-20 00:26:04;2019-07-16 15:34:32;2019-07-21 21:27:10
891262;200.0;1;90.0;23;cashless;2019-07-18 13:12:25;2019-07-19 22:07:12;2019-07-15 21:59:25;
891273;200.0;1;91.5;23;cashless;2019-07-18 13:12:20;2019-07-19 19:07:25;2019-07-17 10:42:39;
919308;200.0;1;0.5;2;cashless;2019-07-18 13:13:19;2019-07-19 20:26:34;2019-07-15 21:56:10;
891228;150.0;1;131.0;21;cashless;2019-07-18 18:46:17;2019-07-18 19:25:16;2019-07-18 15:18:00;
891266;200.0;1;199.5;26;cashless;2019-07-18 18:45:52;2019-07-18 20:28:47;2019-07-16 07:47:56;
891233;150.0;1;145.0;39;cashless;2019-07-19 01:50:31;2019-07-19 02:45:20;2019-07-19 02:18:13;2019-07-19 02:18:13
891243;100.0;1;45.5;11;cashless;2019-07-19 00:52:37;2019-07-19 09:50:50;2019-07-16 19:14:36;
891230;60.0;1;45.5;7;cashless;2019-07-19 11:52:13;2019-07-19 21:08:01;2019-07-16 22:38:26;
891246;40.0;1;40.0;8;cashless;2019-07-19 20:19:49;2019-07-19 21:58:26;2019-07-15 22:24:19;
891319;200.0;1;166.0;28;cashless;2019-07-19 20:19:24;2019-07-19 20:50:59;2019-07-15 22:21:00;
891305;150.0;1;88.0;12;cashless;2019-07-18 20:41:16;2019-07-18 21:14:24;2019-07-15 14:50:14;
891322;100.0;1;99.0;35;cashless;2019-07-19 14:41:25;2019-07-19 17:11:22;2019-07-15 14:50:14;
891293;200.0;1;196.0;46;cashless;2019-07-18 21:44:30;2019-07-18 22:54:31;2019-07-15 14:50:14;
891317;100.0;1;87.5;17;cashless;2019-07-19 18:24:30;2019-07-19 19:02:57;2019-07-17 23:35:35;
891290;199.0;2;174.5;18;cash;2019-07-19 23:01:44;2019-07-20 17:55:20;2019-07-20 17:53:00;2019-07-20 17:53:00
891286;150.0;1;132.0;21;cashless;2019-07-19 18:29:19;2019-07-19 21:02:35;2019-07-17 14:33:52;
891289;100.0;1;56.0;16;cashless;2019-07-18 14:40:25;2019-07-18 11:41:35;2019-07-16 21:07:47;
891312;200.0;1;156.5;25;cashless;2019-07-18 19:03:57;2019-07-19 09:46:29;2019-07-15 14:50:15;
891291;100.0;1;0.0;7;cashless;2019-07-18 20:16:38;2019-07-19 20:12:07;2019-07-15 14:50:15;
891318;145.0;5;143.5;22;cash;2019-07-18 19:28:26;2019-07-18 20:12:25;2019-07-18 20:07:12;2019-07-18 20:07:12
891277;200.0;1;158.9;22;cashless;2019-07-18 20:18:12;2019-07-18 21:28:53;2019-07-15 14:50:15;
891323;160.0;2;138.3;27;cashless;2019-07-18 15:51:33;2019-07-18 21:51:28;2019-07-15 14:50:15;
891298;7.0;1;6.5;1;cashless;2019-07-19 17:04:00;2019-07-21 18:09:45;2019-07-15 14:50:15;
891297;100.0;1;86.0;13;cashless;2019-07-19 19:43:52;2019-07-19 19:48:46;2019-07-15 14:50:15;
891306;150.0;1;104.5;20;cashless;2019-07-19 17:04:34;2019-07-19 21:50:05;2019-07-15 14:50:16;
891302;140.0;2;112.0;21;cashless;2019-07-19 19:43:57;2019-07-19 19:48:34;2019-07-15 16:26:28;2019-07-21 16:23:05
891278;50.0;2;36.5;9;cash;2019-07-19 22:48:02;2019-07-20 00:14:54;2019-07-20 00:09:36;2019-07-20 00:09:36
891283;150.0;2;119.5;15;cash;2019-07-19 16:55:33;2019-07-19 17:12:37;2019-07-19 17:08:32;2019-07-19 17:08:32
891316;34.0;2;30.5;4;mix;2019-07-19 16:55:08;2019-07-20 05:39:17;2019-07-15 14:50:16;2019-07-20 14:37:00
891276;150.0;1;21.0;2;cashless;2019-07-19 15:41:09;2019-07-20 05:37:01;2019-07-15 14:50:16;
891284;150.0;1;87.0;6;cashless;2019-07-19 15:40:48;2019-07-19 18:57:36;2019-07-15 14:50:16;
891296;40.0;1;31.5;9;cashless;2019-07-18 18:50:07;2019-07-18 18:56:41;2019-07-17 23:21:45;
891282;40.0;1;19.9;8;cashless;2019-07-18 18:51:12;2019-07-19 19:51:47;2019-07-18 16:39:36;
891309;60.0;1;52.4;15;cashless;2019-07-18 15:50:57;2019-07-19 14:53:31;2019-07-15 14:50:17;
891280;150.0;1;120.0;17;cashless;2019-07-18 14:48:17;2019-07-18 17:13:48;2019-07-15 14:50:17;
891294;200.0;1;182.0;17;cashless;2019-07-18 12:23:48;2019-07-18 14:02:21;2019-07-16 21:23:50;
891301;200.0;1;104.5;13;cashless;2019-07-18 12:25:04;2019-07-19 11:27:26;2019-07-16 21:45:58;
891300;60.0;1;48.1;14;cashless;2019-07-18 16:41:50;2019-07-18 18:32:02;2019-07-17 09:38:49;
891315;140.0;2;118.9;21;cashless;2019-07-18 16:41:38;2019-07-18 16:56:20;2019-07-15 14:50:17;2019-07-21 05:39:19
891314;60.0;1;26.0;9;cashless;2019-07-18 10:56:08;2019-07-18 16:53:43;2019-07-15 14:50:17;
891311;150.0;1;139.0;22;cashless;2019-07-18 16:02:15;2019-07-19 11:22:42;2019-07-15 14:50:17;
891325;100.0;1;91.4;9;cashless;2019-07-18 16:03:03;2019-07-19 19:17:42;2019-07-16 15:24:20;
891310;150.0;1;137.4;15;cashless;2019-07-18 16:06:13;2019-07-19 18:53:30;2019-07-15 14:50:17;
891303;100.0;1;82.8;9;cashless;2019-07-18 16:12:29;2019-07-19 22:16:04;2019-07-15 14:50:18;
891299;40.0;1;22.5;7;cash;2019-07-18 15:12:06;2019-07-18 16:18:58;2019-07-18 16:15:11;2019-07-18 16:15:11
891324;150.0;1;140.5;31;cashless;2019-07-18 12:17:12;2019-07-18 20:29:40;2019-07-15 14:50:18;
891313;240.0;3;238.1;45;mix;2019-07-18 12:19:21;2019-07-18 09:07:52;2019-07-15 14:55:10;2019-07-20 12:27:44
891308;100.0;1;51.5;6;cashless;2019-07-19 21:14:09;2019-07-19 21:49:32;2019-07-17 18:20:48;
891295;140.0;2;119.5;25;cash;2019-07-19 10:11:00;2019-07-19 18:30:12;2019-07-19 16:01:52;2019-07-19 16:01:52
891334;100.0;1;88.5;20;cashless;2019-07-18 14:12:05;2019-07-18 22:14:29;2019-07-17 23:17:17;
891327;150.0;1;146.0;18;cashless;2019-07-19 19:15:52;2019-07-19 19:47:32;2019-07-15 14:55:16;
891364;100.0;1;94.4;17;cashless;2019-07-18 14:13:06;2019-07-18 22:53:44;2019-07-17 23:40:36;
891370;100.0;1;87.3;17;cashless;2019-07-18 14:13:45;2019-07-18 22:35:59;2019-07-17 23:25:31;
891333;100.0;1;76.5;19;cashless;2019-07-18 15:50:12;2019-07-19 01:31:43;2019-07-16 12:52:41;
891326;40.0;1;34.5;5;cashless;2019-07-19 15:25:28;2019-07-19 21:13:01;2019-07-19 10:42:21;
891358;112.0;2;57.0;16;cashless;2019-07-20 00:11:56;2019-07-20 01:41:17;2019-07-15 14:55:40;
891336;100.0;1;7.0;4;cashless;2019-07-18 22:15:55;2019-07-19 14:33:14;2019-07-17 22:43:27;
891352;40.0;1;40.0;10;cashless;2019-07-19 17:00:04;2019-07-19 15:41:40;2019-07-15 20:07:43;
891351;40.0;1;15.5;7;cashless;2019-07-19 15:23:38;2019-07-19 21:11:29;2019-07-15 15:30:40;
891353;150.0;1;42.0;9;cashless;2019-07-18 13:04:56;2019-07-18 20:33:21;2019-07-16 23:34:59;
891365;100.0;1;67.0;9;cashless;2019-07-19 14:45:16;2019-07-19 19:17:49;2019-07-15 14:56:22;
891343;40.0;1;29.5;19;cashless;2019-07-19 15:24:07;2019-07-20 03:23:40;2019-07-15 14:56:31;
891338;40.0;1;3.0;7;cashless;2019-07-18 13:05:22;2019-07-18 19:26:59;2019-07-15 20:40:31;
891340;100.0;1;38.4;8;cashless;2019-07-19 14:59:18;2019-07-19 20:57:12;2019-07-15 14:56:32;
891363;80.0;3;65.9;20;cash;2019-07-18 14:52:06;2019-07-18 23:01:00;2019-07-18 15:01:08;2019-07-18 15:01:08
919321;60.0;1;21.5;9;cashless;2019-07-19 13:55:09;2019-07-19 02:46:52;2019-07-18 21:15:40;
891345;150.0;1;110.5;13;cashless;2019-07-18 13:33:16;2019-07-18 14:01:00;2019-07-16 12:51:27;
891357;9.0;1;6.0;4;cash;2019-07-19 18:12:28;2019-07-21 16:36:04;2019-07-21 16:19:34;2019-07-21 16:19:34
891359;100.0;1;76.4;14;cashless;2019-07-18 22:05:49;2019-07-19 01:55:12;2019-07-15 14:56:53;
891347;100.0;2;57.5;14;cash;2019-07-18 12:08:15;2019-07-18 12:34:59;2019-07-18 12:24:41;2019-07-18 12:24:41
891371;0.0;0;5.0;1;cashless;2019-07-18 19:28:09;2019-07-21 12:36:02;;
891361;150.0;1;112.0;21;cashless;2019-07-18 11:30:58;2019-07-19 13:52:05;2019-07-15 14:57:12;
891329;50.0;1;14.5;5;cash;2019-07-18 19:29:52;2019-07-18 21:45:32;2019-07-18 21:39:37;2019-07-18 21:39:37
891335;40.0;1;36.0;8;cashless;2019-07-19 16:36:47;2019-07-20 02:16:17;2019-07-15 15:50:42;
891330;0.0;0;5.0;1;cashless;2019-07-18 11:30:24;2019-07-21 11:51:49;;
891356;200.0;1;159.0;33;cashless;2019-07-18 15:52:58;2019-07-18 21:35:33;2019-07-15 14:57:22;
891331;60.0;1;39.5;15;cash;2019-07-19 16:30:19;2019-07-19 21:00:45;2019-07-19 20:59:42;2019-07-19 20:59:42
891366;200.0;1;157.5;23;cashless;2019-07-18 16:12:37;2019-07-19 00:30:24;2019-07-15 14:57:29;
891341;99.0;1;93.4;13;cash;2019-07-18 16:11:22;2019-07-18 16:58:27;2019-07-18 16:56:06;2019-07-18 16:56:06
891348;19.0;1;14.0;6;cash;2019-07-18 18:37:37;2019-07-18 23:54:35;2019-07-18 23:44:06;2019-07-18 23:44:06
891373;0.0;0;0.0;0;cashless;2019-07-18 18:00:37;;;
891337;100.0;1;58.0;12;cash;2019-07-18 14:43:30;2019-07-18 19:20:15;2019-07-18 19:01:03;2019-07-18 19:01:03
891350;300.0;1;66.7;14;cashless;2019-07-18 18:00:58;2019-07-19 20:20:24;2019-07-15 14:57:45;
891349;100.0;1;78.5;11;cashless;2019-07-18 18:00:06;2019-07-19 22:51:41;2019-07-15 14:57:46;
891346;60.0;1;33.5;9;cashless;2019-07-18 18:53:42;2019-07-19 00:04:23;2019-07-15 14:57:49;
891332;120.5;2;97.9;12;cashless;2019-07-18 18:41:49;2019-07-18 22:54:11;2019-07-16 18:46:06;
891375;100.0;1;80.4;11;cashless;2019-07-18 18:42:46;2019-07-18 22:54:04;2019-07-15 14:58:12;
891355;58.0;2;56.0;10;cashless;2019-07-18 15:09:05;2019-07-18 18:58:15;2019-07-17 12:53:29;2019-07-20 16:01:56
891328;140.0;2;122.0;27;cashless;2019-07-18 15:08:43;2019-07-18 18:56:56;2019-07-17 19:26:09;2019-07-21 19:40:19
891342;57.0;3;55.0;10;cash;2019-07-19 15:10:33;2019-07-20 02:36:19;2019-07-20 02:34:12;2019-07-20 02:34:12
891367;150.0;1;130.9;24;cashless;2019-07-18 15:10:15;2019-07-18 18:57:52;2019-07-15 14:58:39;
919324;100.0;1;95.0;11;cashless;2019-07-19 10:21:26;2019-07-19 10:25:38;2019-07-18 10:06:23;
891344;100.0;1;85.0;17;cashless;2019-07-18 15:09:44;2019-07-18 18:57:22;2019-07-17 00:24:57;
891354;200.0;1;161.0;22;cashless;2019-07-18 23:21:49;2019-07-19 02:07:40;2019-07-17 23:27:08;
891368;150.0;1;124.3;15;cashless;2019-07-19 10:22:24;2019-07-19 19:36:43;2019-07-15 14:58:39;
919325;140.0;2;119.0;15;cash;2019-07-19 12:59:44;2019-07-19 18:30:12;2019-07-19 13:01:21;2019-07-19 13:01:21
891362;100.0;1;100.0;19;cashless;2019-07-19 18:23:54;2019-07-19 19:16:47;2019-07-16 12:50:20;
891339;150.0;1;27.4;8;cashless;2019-07-18 14:41:48;2019-07-21 10:09:50;2019-07-15 14:58:57;
891372;60.0;1;16.0;3;cashless;2019-07-18 14:41:54;2019-07-21 16:49:16;2019-07-15 14:58:56;
891394;40.0;1;13.0;8;cashless;2019-07-18 20:54:09;2019-07-19 23:36:24;2019-07-17 01:03:14;
891378;60.0;1;30.5;7;cashless;2019-07-18 19:23:11;2019-07-19 21:44:24;2019-07-15 14:59:05;
891401;119.0;2;91.9;14;cashless;2019-07-18 23:21:38;2019-07-19 22:27:34;2019-07-16 12:43:43;
891383;100.0;1;73.0;16;cashless;2019-07-18 20:15:55;2019-07-19 17:07:14;2019-07-18 14:31:00;
891388;159.0;2;159.0;15;cashless;2019-07-18 23:22:52;2019-07-19 00:02:41;2019-07-15 14:59:06;
891415;80.0;1;58.0;11;cash;2019-07-18 15:46:41;2019-07-18 18:02:58;2019-07-18 18:00:23;2019-07-18 18:00:23
891416;60.0;1;24.9;6;cashless;2019-07-19 15:57:47;2019-07-19 19:31:38;2019-07-15 14:59:23;
891408;100.0;1;61.4;11;cashless;2019-07-18 15:46:22;2019-07-18 18:13:24;2019-07-16 12:59:47;
891417;100.0;1;92.4;16;cashless;2019-07-18 16:40:59;2019-07-18 20:35:49;2019-07-15 14:59:27;
891404;300.0;2;209.0;18;cashless;2019-07-18 21:26:02;2019-07-18 23:14:23;2019-07-15 17:31:58;2019-07-20 11:07:15
891385;260.0;2;240.0;34;cashless;2019-07-18 17:51:32;2019-07-18 21:30:52;2019-07-15 14:59:41;2019-07-21 21:10:45
891395;200.0;1;199.5;25;cashless;2019-07-18 17:51:21;2019-07-18 21:41:17;2019-07-15 14:59:41;
891418;150.0;1;124.5;24;cashless;2019-07-18 16:41:36;2019-07-18 20:26:44;2019-07-15 14:59:40;
891396;200.0;1;162.5;17;cashless;2019-07-18 17:52:56;2019-07-18 21:31:52;2019-07-15 20:54:37;
891402;150.0;2;119.5;22;cash;2019-07-19 11:39:27;2019-07-19 13:20:24;2019-07-19 13:44:33;2019-07-19 13:44:33
891377;100.0;1;61.0;12;cash;2019-07-19 11:47:01;2019-07-19 13:38:53;2019-07-19 13:45:17;2019-07-19 13:45:17
891405;200.0;3;198.5;28;mix;2019-07-18 15:55:22;2019-07-18 16:03:00;2019-07-17 23:38:11;2019-07-20 23:21:24
919329;100.0;1;98.0;12;cashless;2019-07-18 21:55:00;2019-07-19 16:11:23;2019-07-19 15:40:13;2019-07-19 15:40:13
891407;100.0;1;90.5;17;cashless;2019-07-18 21:58:17;2019-07-18 23:42:37;2019-07-18 13:00:11;
891413;90.0;1;83.7;21;cashless;2019-07-19 10:10:40;2019-07-19 13:52:04;2019-07-15 23:08:16;
891414;63.0;3;62.9;8;mix;2019-07-19 18:09:47;2019-07-19 21:16:54;2019-07-15 15:00:03;2019-07-21 18:35:27
891392;200.0;1;200.0;16;cashless;2019-07-19 18:10:08;2019-07-19 18:51:01;2019-07-15 15:00:07;
891393;140.0;2;124.0;22;cashless;2019-07-19 14:46:49;2019-07-19 16:43:43;2019-07-19 13:44:41;2019-07-21 20:00:28
891424;60.0;1;23.5;11;cashless;2019-07-19 17:38:47;2019-07-20 02:04:35;2019-07-18 15:39:04;
891419;50.0;1;50.0;11;cash;2019-07-19 14:47:19;2019-07-19 16:42:36;2019-07-19 16:33:39;2019-07-19 16:33:39
891425;70.0;2;69.7;13;cash;2019-07-19 18:31:26;2019-07-19 20:09:55;2019-07-19 19:35:01;2019-07-19 19:35:01
891387;79.0;2;78.4;14;cash;2019-07-19 18:31:50;2019-07-19 14:11:10;2019-07-19 19:35:47;2019-07-19 19:35:47
891389;100.0;1;94.5;25;cashless;2019-07-19 18:35:15;2019-07-20 13:56:01;2019-07-16 10:55:37;
891420;115.0;1;78.5;23;cashless;2019-07-19 18:34:54;2019-07-19 21:38:16;2019-07-15 15:35:03;
891397;40.0;2;39.0;10;cash;2019-07-19 14:53:26;2019-07-19 22:43:50;2019-07-19 22:29:37;2019-07-19 22:29:37
891376;300.0;2;148.5;22;cashless;2019-07-19 18:51:35;2019-07-19 13:31:29;2019-07-15 20:02:32;2019-07-21 11:09:24
891409;120.0;2;89.9;11;cashless;2019-07-19 20:09:10;2019-07-19 20:13:16;2019-07-18 23:23:27;
891398;150.0;1;47.5;14;cashless;2019-07-18 16:41:28;2019-07-19 18:26:03;2019-07-18 01:44:22;
891379;150.0;1;102.9;14;cashless;2019-07-18 17:16:56;2019-07-19 14:03:40;2019-07-15 15:01:08;
891382;240.0;2;204.0;28;cashless;2019-07-18 16:25:44;2019-07-19 11:41:23;2019-07-15 15:01:11;2019-07-22 00:37:48
891423;140.0;2;127.0;26;cashless;2019-07-19 19:06:55;2019-07-19 19:20:40;2019-07-15 19:32:16;2019-07-20 20:06:55
891412;115.0;3;67.5;17;cashless;2019-07-19 13:53:02;2019-07-19 18:24:24;2019-07-15 15:01:18;
891380;100.0;2;87.5;29;mix;2019-07-19 15:18:04;2019-07-19 17:52:37;2019-07-17 19:33:18;2019-07-20 02:58:58
891381;40.0;1;30.7;11;cashless;2019-07-19 15:18:24;2019-07-20 10:09:16;2019-07-15 15:01:29;
891421;149.0;2;123.0;11;mix;2019-07-19 16:11:53;2019-07-19 21:36:45;2019-07-15 16:23:37;2019-07-20 14:17:40
919330;101.0;2;46.5;5;cashless;2019-07-19 17:36:20;2019-07-20 01:58:35;2019-07-17 10:36:57;
891386;160.0;2;151.5;33;mix;2019-07-18 16:35:32;2019-07-18 20:00:18;2019-07-15 15:01:41;2019-07-21 01:02:09
891410;150.0;1;77.5;9;cashless;2019-07-18 20:22:47;2019-07-19 00:30:35;2019-07-18 13:11:13;
891400;100.0;1;37.4;10;cashless;2019-07-19 10:37:21;2019-07-19 16:01:07;2019-07-15 21:24:36;
891411;200.0;3;186.0;23;cashless;2019-07-18 13:54:22;2019-07-18 14:24:16;2019-07-15 15:01:54;2019-07-19 11:53:53
891403;300.0;1;199.5;17;cashless;2019-07-19 20:47:51;2019-07-19 22:01:55;2019-07-17 17:20:48;
891390;100.0;1;100.0;15;cashless;2019-07-18 13:53:26;2019-07-18 19:14:36;2019-07-15 15:02:01;
891446;158.0;3;121.4;12;mix;2019-07-19 19:34:05;2019-07-19 21:46:26;2019-07-15 20:22:06;2019-07-20 00:16:11
891449;100.0;1;5.5;3;cashless;2019-07-19 12:52:05;2019-07-20 00:18:41;2019-07-18 20:21:10;
891468;100.0;1;74.4;18;cashless;2019-07-19 12:51:49;2019-07-19 20:51:40;2019-07-15 15:02:16;
891447;60.0;1;26.0;6;cashless;2019-07-20 12:10:08;2019-07-20 19:01:20;2019-07-19 06:32:51;
891444;100.0;1;67.0;16;cashless;2019-07-18 16:35:48;2019-07-18 20:00:36;2019-07-15 15:02:25;
891453;100.0;2;99.0;16;cash;2019-07-18 11:30:52;2019-07-19 07:53:24;2019-07-18 19:41:43;2019-07-18 19:41:43
891452;200.0;1;88.0;9;cashless;2019-07-19 20:04:53;2019-07-20 02:14:54;2019-07-18 07:40:52;
891460;100.0;1;53.0;8;cashless;2019-07-19 20:01:37;2019-07-20 00:17:55;2019-07-15 18:15:13;
891435;100.0;1;48.0;5;cashless;2019-07-19 20:01:09;2019-07-20 00:01:00;2019-07-15 15:03:02;
891450;120.0;2;109.0;22;mix;2019-07-18 19:26:52;2019-07-19 13:57:56;2019-07-15 15:03:06;2019-07-21 16:58:46
891471;150.0;1;48.5;5;cashless;2019-07-18 23:03:57;2019-07-19 20:50:12;2019-07-18 17:18:11;
891455;60.0;1;45.5;14;cashless;2019-07-18 19:33:59;2019-07-19 19:43:33;2019-07-18 14:38:02;
891474;100.0;1;76.0;15;cashless;2019-07-18 19:38:18;2019-07-19 16:16:09;2019-07-15 15:03:26;
891445;140.0;2;137.0;15;cashless;2019-07-18 13:54:16;2019-07-18 15:08:57;2019-07-15 15:03:34;2019-07-21 10:49:02
891462;100.0;1;87.0;9;cashless;2019-07-19 22:48:38;2019-07-19 22:56:35;2019-07-15 15:03:48;
891463;119.0;2;119.0;11;mix;2019-07-18 17:46:13;2019-07-19 00:25:49;2019-07-18 09:42:15;2019-07-21 22:39:23
891451;150.0;1;119.0;25;cashless;2019-07-18 11:43:20;2019-07-18 15:33:44;2019-07-15 15:03:54;
891467;150.0;1;127.5;21;cashless;2019-07-18 11:48:02;2019-07-18 11:52:04;2019-07-15 15:03:56;
891465;113.7;3;77.0;11;mix;2019-07-18 18:40:39;2019-07-18 21:58:25;2019-07-17 06:38:54;2019-07-19 18:14:12
891440;150.0;1;134.5;19;cashless;2019-07-18 11:44:44;2019-07-18 11:52:44;2019-07-15 15:04:09;
919333;49.0;1;48.2;9;cash;2019-07-18 18:39:55;2019-07-19 18:20:35;2019-07-19 18:13:42;2019-07-19 18:13:42
891472;40.0;1;37.0;8;cashless;2019-07-19 20:09:15;2019-07-19 20:13:14;2019-07-15 20:19:25;
891448;150.0;1;41.5;12;cashless;2019-07-18 18:41:07;2019-07-19 07:33:03;2019-07-17 20:59:18;
891443;100.0;1;30.5;7;cashless;2019-07-19 16:00:09;2019-07-19 21:52:54;2019-07-15 15:04:28;
891432;150.0;1;122.5;17;cashless;2019-07-19 17:27:04;2019-07-19 21:24:29;2019-07-15 15:04:29;
891456;150.0;1;73.0;15;cashless;2019-07-19 17:27:59;2019-07-19 21:56:27;2019-07-15 15:04:34;
891439;150.0;1;81.5;10;cashless;2019-07-19 17:07:37;2019-07-19 23:38:32;2019-07-16 06:53:09;
891431;187.0;2;57.5;11;cashless;2019-07-18 12:22:33;2019-07-19 21:55:36;2019-07-15 20:44:01;
891427;200.0;1;31.0;16;cashless;2019-07-18 12:22:12;2019-07-18 21:49:52;2019-07-15 21:00:02;
891461;100.0;1;29.5;7;cashless;2019-07-18 21:07:37;2019-07-18 22:13:02;2019-07-15 15:04:58;
891473;100.0;1;38.5;11;cashless;2019-07-19 17:36:36;2019-07-19 14:51:24;2019-07-16 13:22:16;
891430;60.0;1;47.0;14;cashless;2019-07-18 19:36:41;2019-07-19 02:26:03;2019-07-15 15:06:10;
891475;100.0;1;94.0;15;cashless;2019-07-18 19:36:03;2019-07-19 07:21:48;2019-07-15 15:06:12;
891428;100.0;1;64.0;11;cashless;2019-07-19 17:47:02;2019-07-20 00:03:36;2019-07-15 15:06:26;
891457;547.3;3;304.0;33;cashless;2019-07-18 13:28:37;2019-07-18 15:35:38;2019-07-15 15:06:29;
891426;315.0;2;235.5;25;cashless;2019-07-18 12:56:42;2019-07-18 14:56:15;2019-07-15 15:06:32;
891470;162.0;4;161.5;28;cash;2019-07-18 13:44:51;2019-07-18 16:05:44;2019-07-18 16:03:26;2019-07-18 16:03:26
891436;100.0;1;100.0;14;cashless;2019-07-19 14:09:49;2019-07-20 03:39:58;2019-07-18 17:16:07;
891466;40.0;1;11.0;8;cashless;2019-07-19 14:09:24;2019-07-20 12:05:29;2019-07-18 17:20:30;
891494;229.0;3;229.0;32;mix;2019-07-18 17:31:58;2019-07-18 17:56:08;2019-07-17 17:59:44;2019-07-19 22:43:19
891523;110.0;2;109.5;13;cash;2019-07-19 16:32:06;2019-07-21 14:01:55;2019-07-21 13:49:20;2019-07-21 13:49:20
891489;300.0;1;300.0;30;cashless;2019-07-19 16:31:31;2019-07-19 16:44:37;2019-07-19 17:07:42;2019-07-19 17:07:42
